X77A_2.18_total	X77B_2.18_total	X77C_2.18_total	X77A_3.12_total	X77B_3.12_total	X77C_3.12_total	X77A_4.2_total	X77B_4.2_total	X77C_4.2_total	X50A_2.12_total	X50B_2.12_total	X50C_2.12_total	X50A_3.6_total	X50B_3.6_total	X50C_3.6_total	X50A_3.27_total	X50B_3.27_total	X50C_3.27_total	X50A_2.12_VLP	X50B_2.12_VLP	X50C_2.12_VLP	X50A_2.13_VLP	X50B_2.13_VLP	X50C_2.13_VLP	X50A_3.6_VLP	X50B_3.6_VLP	X50C_3.6_VLP	X50A_3.27_VLP	X50B_3.27_VLP	X50C_3.27_VLP	X77A_2.18_VLP	X77B_2.18_VLP	X77C_2.18_VLP	X77A_2.19_VLP	X77B_2.19_VLP	X77C_2.19_VLP	X77A_3.12_VLP	X77B_3.12_VLP	X77C_3.12_VLP	X77A_4.2_VLP	X77B_4.2_VLP	X77C_4.2_VLP	X50A_2.12_IND	X50B_2.12_IND	X50C_2.12_IND	X50A_2.13_IND	X50B_2.13_IND	X50C_2.13_IND	X50A_3.6_IND	X50B_3.6_IND	X50C_3.6_IND	X50A_3.27_IND	X50B_3.27_IND	X77A_2.18_IND	X77B_2.18_IND	X77C_2.18_IND	X77A_2.19_IND	X77B_2.29_IND	X77C_2.19_IND	X77A_3.12_IND	X77B_3.12_IND	X77C_3.12_IND	X77A_4.2_IND	X77B_4.2_IND	X77C_4.2_IND
278888_15308_VLP	6.54438934432194e-06	8.1876758054075e-06	1.15059314674761e-05	6.93817393209114e-06	4.31881752849102e-06	1.90114059405225e-06	2.85104027331973e-06	8.53448643727864e-06	8.09831352620817e-06	1.18318108093452e-06	2.70795727089604e-06	1.85767999204341e-06	4.24165110510917e-06	8.56946616367709e-07	4.72935665379099e-06	0	0	1.52034680124101e-06	0	0	0	0	0	0	0	7.88327497520053e-05	0	0	4.70072703794732e-07	0	0	0	1.42214131818279e-05	0	0	0	0	4.29733243089352e-05	2.84157508506965e-06	2.15373117773559e-06	2.48748638878542e-06	2.52323797035784e-06	3.19313348575224e-06	7.52666093837591e-06	1.03044916673031e-05	0.000901031485174115	0.00178605358160745	0.000536062396845357	7.04110066485593e-07	0	0.000568293132447419	4.56623089603149e-07	1.0164949767555e-05	0.000487991237050324	0.00126692298696405	0.000671570116117436	0.00651849404740056	0.00400553310369145	4.8745422128668e-05	2.91958282810865e-05	8.61695519104965e-05	3.23065243025829e-05	0.0169624540255081	0.00816528812277335	0.0147777471777664
279518_15392_VLP	5.68328548322695e-06	7.97773540014064e-06	1.27843682971957e-05	5.45142237521446e-06	3.8005594250721e-06	1.71102653464703e-06	2.85104027331973e-06	8.53448643727864e-06	8.09831352620817e-06	1.18318108093452e-06	2.46177933717822e-06	1.42898460926416e-06	3.39332088408734e-06	5.71297744245139e-07	5.51758276275616e-06	8.92724429805748e-07	0	1.52034680124101e-06	0	0	0	0	0	0	0	1.70804291129345e-05	0	0	0	0	0	0	7.11070659091394e-06	0	0	0	0	1.28919972926806e-05	0	0	0	8.41079323452614e-07	0	6.02132875070073e-07	2.42458627465956e-06	0.000310790570248463	0.000756568151590002	0.000189333763614113	0	0	0.000242061528325407	0	7.81919212888844e-06	0.00019251030452444	0.00200108861530732	0.000177768560148733	0.0011960258904428	0.00151889120941713	1.84281473901062e-05	7.29895707027162e-06	9.40031475387234e-06	2.93695675478026e-06	0.00564829471866456	0.00316990635737136	0.00577105236183374
282627_15745_VLP	4.27107515103116e-05	0.000106649725875564	4.85805995293435e-05	5.40186398998524e-05	4.78524982156805e-05	2.86121659404864e-05	1.14041610932789e-05	6.54310626858029e-05	5.96330359657147e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71241879013686e-05	7.17648013522697e-05	0.000116141540984928	0.00432799550417839	0.00362055940997555	0.00399991122069526	4.16165245346752e-06	0	3.69404761059055e-05	5.38432794433897e-06	1.24374319439271e-05	6.72863458762091e-06	0	0	0	0	1.15154969800609e-06	0	0	0	0	4.56623089603149e-07	7.81919212888844e-07	0.00381513638385062	0.00149937267460076	0.00146165260566736	0.00174356715486547	0.00576853182890775	0.00405805639221161	7.29895707027162e-06	0.00020054004808261	5.87391350956053e-06	9.87259334620675e-05	2.70132957363669e-05	0
2972_2971_VLP	4.13329853325596e-06	1.04970202633429e-06	6.39218414859783e-06	7.43375778438336e-06	8.63763505698205e-07	2.18631168316009e-06	9.50346757773242e-06	0	6.9939980453616e-06	3.15514954915871e-06	5.90827040922773e-06	0	1.23007882048166e-05	1.57106879667413e-05	0	8.92724429805748e-07	2.53118258748874e-06	0	0	0	0	0	0	0	7.50378472141887e-06	1.31387916253342e-06	0	0	0	0	0.000937306921795136	0.00229868179100655	0.00174449335030422	0.00130041256451715	0.00465926485497883	9.68501506221613e-06	2.77443496897835e-06	0	0.00012076694111546	1.93835805996203e-05	0	0	3.54792609528026e-07	1.50533218767518e-06	0	0	4.72135376182498e-05	0	4.11904388894072e-05	0	0	0	0	0.000356666378149931	0.000238224835155633	0.00137770634115268	3.05888974537802e-06	3.58024356505465e-05	0.00134436307492662	1.45979141405432e-05	3.29011016385532e-05	0	9.5379291649794e-05	0	1.23497803591563e-05
3314_3313_VLP	2.30775834773458e-05	2.12039809319528e-05	1.27843682971957e-05	9.41609319355226e-06	7.94662425242348e-06	4.99049405938716e-06	7.60277406218594e-06	4.12500177801801e-05	4.01234624707586e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20814773391599e-06	3.6738650719722e-05	0	4.96988251197742e-06	0	0	0	0	0	0	0	0	0	3.93995269632178e-06	0	1.15154969800609e-06	0	0	0	0	0	0	0.000144009646407817	3.89822457527399e-05	9.38222956340535e-05	0	0	1.18891273484556e-06	0	1.56671912564539e-06	0	0	0	0
3398_3397_VLP	4.46051800047206e-05	0.000103710560201828	4.28276337956054e-05	4.90628013769302e-05	4.42246914917481e-05	2.5142584356341e-05	1.04538143355057e-05	6.6853477092016e-05	5.85287204848681e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36136750856565e-06	3.53303637426558e-05	0.00262977632087301	0.00783987663342751	0.0124023418086396	0.00776738207989734	1.38721748448917e-05	0	0.000133554028998274	0.000100148499764705	0	1.00929518814314e-05	0	0	0	0	0	0	0	0	0	1.36986926880945e-06	1.56383842577769e-06	0.00905712482129373	0.00447610027388637	0.00199989630167325	0.00567271103280353	0.014093140578806	0.00431396985838712	3.64947853513581e-06	0.00111707073658516	0	0.00015896548608299	1.03897291293719e-06	0
345_344_IND	2.26470315467983e-05	2.24636233635539e-05	1.21451498823359e-05	7.43375778438336e-06	8.81038775812169e-06	4.61026594057671e-06	9.50346757773242e-06	4.26724321863932e-05	3.82829366693477e-05	0	2.46177933717822e-07	0	0	2.8564887212257e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20814773391599e-06	3.43684151894174e-05	0	7.45482376796613e-06	0	0	0	0	0	0	0	0	0	5.75839240231645e-06	0	2.30309939601218e-06	0	0	0	0	0	0	0.000115468874516113	3.82603523128744e-05	5.92561867162443e-05	0	0	1.18891273484556e-06	0	3.13343825129078e-06	0	0	0	0
47_46_IND	2.03220511218418e-05	1.97343980950847e-05	1.40628051269152e-05	8.92050934126003e-06	5.35533373532887e-06	4.23003782176626e-06	8.55312081995918e-06	3.27155313429014e-05	3.53380953870902e-05	2.12972594568213e-05	2.06789464322971e-05	9.00260303836424e-06	1.31491184258384e-05	5.99862631457396e-06	0	2.32108351749494e-05	1.0124730349955e-05	8.61529854036571e-06	2.05949998429631e-06	0	0	0	0	4.76944161523817e-07	0	0	0	3.53951009912988e-05	4.70072703794732e-07	3.3145328837379e-05	3.51051281571212e-06	9.93666480262196e-06	3.91088862500267e-05	0	0	0	0	0	0	0	0	0	6.03147436197645e-06	6.32239518823577e-06	9.09219852997334e-07	1.04467418570912e-05	3.45464909401828e-06	2.55511151975861e-07	0	0	0	0.000476714505545687	2.03298995351099e-05	6.11854456240468e-05	6.85798767872277e-05	5.43181711565573e-05	0	0	1.78336910226834e-06	0	9.40031475387234e-06	5.87391350956053e-06	8.36660453068368e-06	0	0
485381_86166_IND	7.23327243319793e-06	6.71809296853949e-06	7.67062097831739e-06	8.42492548896781e-06	6.91010804558564e-06	1.4733839603905e-06	1.90069351554649e-06	5.68965762485242e-06	7.73020836592598e-06	0	2.46177933717822e-07	0	0	2.8564887212257e-07	2.3646783268955e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15154969800609e-06	1.27755575987931e-06	0	0	0	0	0	3.7308198551248e-07	5.77514751892444e-06	0	0	0	0	0	0	0	1.67332090613674e-05	1.35066478681834e-05	1.48197364309876e-05
6233_6232_IND	2.47997911995358e-05	3.29606436268969e-05	3.89923233064467e-05	2.4283608762319e-05	1.38202160911713e-05	6.84410613858811e-06	1.04538143355057e-05	3.41379457491145e-05	2.7239781860882e-05	1.97196846822419e-06	3.93884693948516e-06	3.14376614038116e-06	8.05913709970743e-06	1.42824436061285e-06	9.45871330758199e-06	8.92724429805748e-07	0	1.3514193788809e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28919972926806e-05	0	1.07686558886779e-06	0	8.41079323452614e-07	0	0	0	1.82817982499096e-05	0.00012091271829064	0	0	0	0	0	0	0.000249591848307849	0.000300307670984071	7.40702333953054e-05	0.00275605966058559	0.000448072906778052	9.77880724410474e-05	1.82473926756791e-06	9.40031475387234e-06	0	0.00480243100061244	0.00282808426901502	0.00505353012296676
81561_11054_VLP	5.68328548322695e-06	6.71809296853949e-06	9.58827622289674e-06	6.44259007979891e-06	1.72752701139641e-06	1.94866910890356e-06	9.50346757773243e-07	7.11207203106553e-06	6.62589288507941e-06	1.57757477457935e-06	2.46177933717822e-06	1.28608614833775e-06	2.12082555255459e-06	5.71297744245139e-07	3.15290443586066e-06	0	0	1.3514193788809e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29733243089352e-06	0	1.07686558886779e-06	0	0	0	1.20426575014015e-06	3.63687941198934e-06	0.000219381578998915	0.00040649704339615	7.02655667933619e-05	7.04110066485593e-07	0	6.501412751186e-05	0	0	0.000304434900178184	0.000210792884440742	1.97520622387481e-05	0.000654602405510896	0.00022891860370501	5.35010730680502e-05	0	1.56671912564539e-06	0	0.00224726997694164	0.00121871522687532	0.0017067396456354
8182_8181_IND	9.12770092760691e-06	1.36461263423458e-05	2.55687365943913e-05	1.09028447504289e-05	1.01924093672388e-05	3.08935346533491e-06	5.70208054663946e-06	1.13793152497048e-05	1.39879960907232e-05	1.18318108093452e-06	3.44649107204951e-06	2.14347691389625e-06	5.51414643664193e-06	1.14259548849028e-06	5.51758276275616e-06	0	0	2.02712906832134e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07686558886779e-06	0	0	0	4.81706300056059e-06	2.727659558992e-06	0.000135807644142185	0.000277523477219468	4.29258735319447e-05	0	0	5.80483281355893e-07	0	0	0.000402928544353479	0.000328100568418895	7.40702333953054e-05	0.0013076753661491	0.000232173370582332	0.00017536462838972	5.10926994919014e-05	0	0	0.00232424273862393	0.0013397555712325	0.00236127800467069
8233_8232_IND	9.29992169982591e-06	1.38560667476127e-05	1.4702023541775e-05	1.04072608981367e-05	6.21909724102707e-06	2.42395425741662e-06	4.75173378886621e-06	1.2801729655918e-05	9.93883932761911e-06	1.18318108093452e-06	3.44649107204951e-06	2.5721722966755e-06	6.36247665766376e-06	1.14259548849028e-06	1.02469394165472e-05	8.92724429805748e-07	0	1.68927422360112e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.91684551134171e-07	0	0	0	5.01996271841021e-05	5.29876185597965e-05	2.71695167901439e-05
9169_9168_IND	2.29053627051268e-05	3.44302264637649e-05	3.45177944024283e-05	2.13101056485656e-05	1.84845390219416e-05	6.70152059403419e-06	9.50346757773242e-06	3.12931169366883e-05	2.50311508991889e-05	1.97196846822419e-06	3.44649107204951e-06	2.42927383574908e-06	6.36247665766376e-06	1.99954210485799e-06	1.02469394165472e-05	2.67817328941724e-06	0	1.01356453416067e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59466486178705e-06	1.42078754253483e-06	1.07686558886779e-06	0	8.41079323452614e-07	0	0	0	1.3058427321364e-05	0.000114003420102603	0	0	0	0	0	0	0.000286900046859097	0.000273597613709045	0.000108636342313115	0.00273464743236795	0.000720388402180694	4.57731402915541e-05	7.29895707027162e-06	1.25337530051631e-05	0	0.00588339630597677	0.00327899851322976	0.00662195222857961
9619_9618_IND	8.43881783873092e-06	1.3436185937079e-05	1.66196787863543e-05	9.41609319355226e-06	4.83707563190995e-06	2.42395425741662e-06	3.80138703109297e-06	1.2801729655918e-05	1.03069444879013e-05	7.88787387289677e-07	3.44649107204951e-06	3.71535998408683e-06	7.2108068786856e-06	1.14259548849028e-06	7.88226108965166e-06	0	0	1.52034680124101e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22355589815121e-05	0	5.94456367422781e-07	0	0	0	2.67731344981878e-05	9.35075621643468e-06	1.23497803591563e-05
