11070_5415_VLP	 0	 0	 0	 0	 0	 0	 2.34264926859143e-05	 8.31178330349749e-06	 7.40986821549379e-06	 0.0334645641220509
11392_11391_IND	 1.82473926756791e-05	 4.70015737693617e-06	 0	 0.000662593606270165	 0.000490887539108577	 0.000256776809103725	 0.00740444500965506	 0.00361043087245672	 0.00680719893396696	 0.00148117565164829
11500_11499_IND	 9.12369633783953e-06	 6.26687650258156e-06	 0	 0.000171617713335741	 0.000116224843818354	 2.46900777984351e-05	 0.00153108862911511	 0.000787541468006388	 0.00177836837171851	 0.00251024786243356
11573_11572_IND	 3.64947853513581e-06	 3.13343825129078e-06	 0	 0.000502354893492555	 0.000310053232422256	 2.46900777984351e-05	 0.0029333315484577	 0.00161508339316086	 0.00200436935229107	 0.00128529801843089
11577_11576_IND	 3.64947853513581e-05	 3.6034539889844e-05	 2.93695675478026e-06	 0.000433894349151015	 0.00429165650000072	 0.000775268442870864	 0.0155652310688839	 0.00833879659923386	 0.0150494423456679	 0.00188179409582609
1395_1394_VLP	 3.46700460837902e-05	 6.11020459001702e-05	 5.87391350956053e-06	 0.000895396765229953	 0.000809964439529152	 0.00041479330701371	 0.0114220885052894	 0.00546291957622373	 0.0107986479460463	 0.00174927814362885
1460_1459_VLP	 5.47421780270372e-06	 1.25337530051631e-05	 2.93695675478026e-06	 0.000207060501959427	 0.000559467415895805	 0.000143202451230924	 0.0056022783937458	 0.00312419154920212	 0.00582415641737812	 0.000833532627831678
1545310_100359_IND	 5.47421780270372e-06	 1.41004721308085e-05	 2.93695675478026e-06	 0.000758662217539629	 0.000552248481497149	 4.44421400371833e-05	 0.00592188268681791	 0.00343484445017034	 0.00447309044608642	 0.000524028824855674
1546282_100483_IND	 0	 0	 0	 0	 0	 0	 2.17531717797776e-05	 1.55845936940578e-05	 3.21094289338064e-05	 0.00152638453901081
1568425_102182_IND	 5.47421780270372e-06	 0.000120637372674695	 8.81087026434079e-06	 0.00344429289025122	 0.00183144365693891	 0.00198508225499419	 0.000108765858898888	 3.94809706916131e-05	 2.46995607183126e-06	 0.00192359719575916
2052_2051_IND	 0	 0	 0	 0	 0	 0	 1.00399254368204e-05	 3.63640519528015e-05	 1.72896925028188e-05	 0.024608462041003
2281_2280_VLP	 0	 3.13343825129078e-06	 0	 0.000320104343569708	 0.000213680458200204	 1.97520622387481e-05	 0.00230750952956256	 0.00126027414339281	 0.00177095850350302	 0.000827542130572751
268318_14671_VLP	 3.28453068162223e-05	 0.000104970181418241	 3.52434810573632e-05	 0.000547684354732321	 0.00129435493767894	 0.00073082630283368	 0.0180183195172804	 0.00849256459034856	 0.0153606568107186	 0.00162005496712181
278888_15308_VLP	 2.91958282810865e-05	 8.61695519104965e-05	 3.23065243025829e-05	 0.000487991237050324	 0.00126692298696405	 0.000671570116117436	 0.0169624540255081	 0.00816528812277335	 0.0147777471777664	 0.00143969983213867
279518_15392_VLP	 7.29895707027162e-06	 9.40031475387234e-06	 2.93695675478026e-06	 0.00019251030452444	 0.00200108861530732	 0.000177768560148733	 0.00564829471866456	 0.00316990635737136	 0.00577105236183374	 0.00260390330495978
282627_15745_VLP	 7.29895707027162e-06	 0.00020054004808261	 5.87391350956053e-06	 0.00381513638385062	 0.00149937267460076	 0.00146165260566736	 9.87259334620675e-05	 2.70132957363669e-05	 0	 0.0206160592945986
3314_3313_VLP	 0	 1.56671912564539e-06	 0	 0.000144009646407817	 3.89822457527399e-05	 9.38222956340535e-05	 0	 0	 0	 0.0148645485687822
3398_3397_VLP	 3.64947853513581e-06	 0.00111707073658516	 0	 0.00905712482129373	 0.00447610027388637	 0.00199989630167325	 0.00015896548608299	 1.03897291293719e-06	 0	 0.0424492595078442
345_344_IND	 0	 3.13343825129078e-06	 0	 0.000115468874516113	 3.82603523128744e-05	 5.92561867162443e-05	 0	 0	 0	 0.0143981537862169
47_46_IND	 0	 9.40031475387234e-06	 5.87391350956053e-06	 6.11854456240468e-05	 6.85798767872277e-05	 5.43181711565573e-05	 8.36660453068368e-06	 0	 0	 2.30889009353543e-05
485381_86166_IND	 0	 0	 0	 3.7308198551248e-07	 5.77514751892444e-06	 0	 1.67332090613674e-05	 1.35066478681834e-05	 1.48197364309876e-05	 0.000234466382811415
6233_6232_IND	 1.82473926756791e-06	 9.40031475387234e-06	 0	 0.000249591848307849	 0.000300307670984071	 7.40702333953054e-05	 0.00480243100061244	 0.00282808426901502	 0.00505353012296676	 0.000530763287423397
81561_11054_VLP	 0	 1.56671912564539e-06	 0	 0.000304434900178184	 0.000210792884440742	 1.97520622387481e-05	 0.00224726997694164	 0.00121871522687532	 0.0017067396456354	 0.000879939016086601
8182_8181_IND	 5.10926994919014e-05	 0	 0	 0.000402928544353479	 0.000328100568418895	 7.40702333953054e-05	 0.00232424273862393	 0.0013397555712325	 0.00236127800467069	 0.000831777232985621
8233_8232_IND	 0	 0	 0	 0	 0	 0	 5.01996271841021e-05	 5.29876185597965e-05	 2.71695167901439e-05	 0.000888124682716664
9169_9168_IND	 7.29895707027162e-06	 1.25337530051631e-05	 0	 0.000286900046859097	 0.000273597613709045	 0.000108636342313115	 0.00588339630597677	 0.00327899851322976	 0.00662195222857961	 0.0011399555098724
9619_9618_IND	 0	 0	 0	 0	 0	 0	 2.67731344981878e-05	 9.35075621643468e-06	 1.23497803591563e-05	 0.015518224778874
